-------------------------
Dylos Logger v 1.6.0.0
Unit: DC1100
Date/Time: 04/05/13 20:33
-------------------------
Particles per cubic foot
-------------------------
Date/Time, Small, Large
04/05/13 21:34, 229800, 65900
04/05/13 21:35, 225900, 65500
04/05/13 21:36, 218800, 66800
04/05/13 21:37, 223300, 65100
04/05/13 21:38, 212900, 62400
04/05/13 21:39, 214300, 61700
04/05/13 21:40, 207600, 61200
04/05/13 21:41, 204800, 63100
04/05/13 21:42, 204400, 57900
04/05/13 21:43, 202200, 60200
04/05/13 21:44, 203000, 60800
04/05/13 21:45, 207400, 59400
04/05/13 21:46, 208100, 60100
04/05/13 21:47, 203700, 61900
04/05/13 21:48, 195500, 59300
04/05/13 21:49, 194700, 58800
04/05/13 21:49, 193300, 59300
04/05/13 21:50, 189900, 58700
04/05/13 21:51, 191200, 58500
04/05/13 21:52, 184300, 56800
04/05/13 21:53, 192500, 58900
04/05/13 21:54, 187300, 55500
04/05/13 21:55, 185500, 56000
04/05/13 21:56, 185000, 57200
04/05/13 21:57, 179500, 56400
04/05/13 21:58, 180800, 53600
04/05/13 21:59, 175900, 52700
04/05/13 22:00, 180700, 54900
04/05/13 22:01, 178100, 54600
04/05/13 22:02, 185800, 59700
04/05/13 22:03, 181500, 56300
04/05/13 22:04, 180600, 55700
04/05/13 22:05, 175600, 55700
04/05/13 22:06, 175700, 57100
04/05/13 22:07, 179300, 57100
04/05/13 22:08, 173300, 58300
04/05/13 22:09, 174000, 55600
04/05/13 22:10, 171300, 55500
04/05/13 22:11, 173600, 56100
04/05/13 22:12, 170500, 55000
04/05/13 22:13, 168300, 52600
04/05/13 22:14, 168100, 53900
04/05/13 22:15, 170200, 53900
04/05/13 22:16, 164500, 53700
04/05/13 22:17, 164100, 52900
04/05/13 22:18, 164000, 52900
04/05/13 22:19, 164200, 52100
04/05/13 22:20, 161000, 51200
04/05/13 22:21, 164400, 52600
04/05/13 22:22, 163500, 52700
04/05/13 22:23, 162600, 51100
04/05/13 22:24, 161900, 50600
04/05/13 22:25, 160300, 48300
04/05/13 22:26, 168500, 52700
04/05/13 22:27, 167900, 52100
04/05/13 22:28, 164100, 50200
04/05/13 22:29, 161700, 49300
04/05/13 22:30, 165100, 50500
04/05/13 22:31, 161500, 51400
04/05/13 22:32, 159800, 48700
04/05/13 22:33, 161200, 46200
04/05/13 22:34, 162900, 49200
04/05/13 22:35, 163000, 49500
04/05/13 22:36, 161300, 47800
04/05/13 22:37, 162900, 46600
04/05/13 22:38, 162700, 48300
04/05/13 22:39, 167200, 49100
04/05/13 22:40, 165000, 48500
04/05/13 22:41, 160600, 47500
04/05/13 22:42, 165300, 47900
04/05/13 22:43, 161600, 50300
04/05/13 22:44, 160800, 49500
04/05/13 22:45, 157900, 47600
04/05/13 22:46, 154900, 46200
04/05/13 22:47, 157500, 48800
04/05/13 22:48, 155000, 45100
04/05/13 22:49, 158200, 49500
04/05/13 22:50, 157100, 50000
04/05/13 22:51, 147700, 45400
04/05/13 22:52, 155200, 47400
04/05/13 22:53, 152800, 47400
04/05/13 22:54, 152100, 46300
04/05/13 22:55, 148100, 47200
04/05/13 22:56, 150800, 45900
04/05/13 22:57, 152200, 48500
04/05/13 22:58, 148400, 43700
04/05/13 22:59, 149200, 46200
04/05/13 23:00, 144000, 46400
04/05/13 23:01, 147700, 46400
04/05/13 23:02, 145900, 45900
04/05/13 23:03, 143500, 43500
04/05/13 23:04, 146900, 46500
04/05/13 23:05, 145700, 46200
04/05/13 23:06, 143600, 47000
04/05/13 23:06, 140100, 44400
04/05/13 23:07, 141400, 43000
04/05/13 23:08, 144300, 46700
04/05/13 23:09, 143300, 46000
04/05/13 23:10, 144000, 45600
04/05/13 23:11, 145600, 47500
04/05/13 23:12, 147500, 47300
04/05/13 23:13, 146100, 46900
04/05/13 23:14, 139900, 44200
04/05/13 23:15, 142800, 45200
04/05/13 23:16, 142900, 43900
04/05/13 23:17, 145200, 45300
04/05/13 23:18, 144300, 47100
04/05/13 23:19, 145100, 46000
04/05/13 23:20, 142100, 43600
04/05/13 23:21, 144600, 45900
04/05/13 23:22, 146300, 46600
04/05/13 23:23, 151300, 50200
04/05/13 23:24, 143100, 45200
04/05/13 23:25, 145400, 45300
04/05/13 23:26, 144100, 45200
04/05/13 23:27, 141200, 45300
04/05/13 23:28, 144400, 44300
04/05/13 23:29, 140200, 42700
04/05/13 23:30, 138800, 43600
04/05/13 23:31, 133300, 41800
04/05/13 23:32, 145100, 44400
04/05/13 23:33, 144100, 43300
04/05/13 23:34, 146900, 44400
04/05/13 23:35, 139600, 43700
04/05/13 23:36, 141900, 42700
04/05/13 23:37, 145500, 45700
04/05/13 23:38, 140000, 42600
04/05/13 23:39, 143700, 44400
04/05/13 23:40, 140500, 45100
04/05/13 23:41, 137000, 42500
04/05/13 23:42, 144700, 45500
04/05/13 23:43, 147800, 44400
04/05/13 23:44, 142900, 44300
04/05/13 23:45, 145400, 46600
04/05/13 23:46, 144700, 44900
04/05/13 23:47, 143200, 45400
04/05/13 23:48, 138600, 43500
04/05/13 23:49, 145600, 45200
04/05/13 23:50, 141700, 44900
04/05/13 23:51, 139700, 44200
04/05/13 23:52, 142300, 44300
04/05/13 23:53, 142100, 44500
04/05/13 23:54, 138900, 43100
04/05/13 23:55, 141000, 42200
04/05/13 23:56, 143100, 44300
04/05/13 23:57, 140200, 45100
04/05/13 23:58, 139500, 43100
04/05/13 23:59, 141100, 43300
04/06/13 00:00, 141600, 45400
04/06/13 00:01, 150300, 46900
04/06/13 00:02, 145700, 46500
04/06/13 00:03, 141300, 44400
04/06/13 00:04, 145000, 45400
04/06/13 00:05, 143600, 45200
04/06/13 00:06, 145600, 47100
04/06/13 00:07, 146500, 48500
04/06/13 00:08, 145600, 48300
04/06/13 00:09, 142600, 47700
04/06/13 00:10, 137600, 41100
04/06/13 00:11, 138800, 45100
04/06/13 00:12, 136600, 42100
04/06/13 00:13, 137400, 42600
04/06/13 00:14, 136900, 42500
04/06/13 00:15, 139300, 43300
04/06/13 00:16, 144100, 45100
04/06/13 00:17, 139000, 45800
04/06/13 00:18, 144500, 48500
04/06/13 00:19, 143600, 45800
04/06/13 00:20, 140100, 47800
04/06/13 00:21, 135100, 43200
04/06/13 00:22, 138000, 43800
04/06/13 00:23, 134600, 41500
04/06/13 00:23, 132500, 41000
04/06/13 00:24, 134000, 42700
04/06/13 00:25, 134200, 45100
04/06/13 00:26, 132900, 44900
04/06/13 00:27, 134800, 40500
04/06/13 00:28, 130400, 43000
04/06/13 00:29, 128500, 38800
04/06/13 00:30, 126700, 38000
04/06/13 00:31, 132000, 40000
04/06/13 00:32, 135600, 43400
04/06/13 00:33, 131900, 44100
04/06/13 00:34, 130100, 40700
04/06/13 00:35, 131200, 42400
04/06/13 00:36, 127400, 40200
04/06/13 00:37, 130000, 41200
04/06/13 00:38, 130200, 41400
04/06/13 00:39, 132000, 42800
04/06/13 00:40, 133100, 43800
04/06/13 00:41, 126600, 40400
04/06/13 00:42, 130700, 42400
04/06/13 00:43, 128600, 42800
04/06/13 00:44, 136100, 45700
04/06/13 00:45, 134600, 44100
04/06/13 00:46, 126900, 42400
04/06/13 00:47, 131100, 44000
04/06/13 00:48, 130900, 41900
04/06/13 00:49, 131700, 43700
04/06/13 00:50, 134900, 44400
04/06/13 00:51, 133300, 45900
04/06/13 00:52, 132900, 44600
04/06/13 00:53, 125100, 41000
04/06/13 00:54, 124200, 40600
04/06/13 00:55, 123400, 38300
04/06/13 00:56, 129600, 43500
04/06/13 00:57, 126100, 40800
04/06/13 00:58, 128200, 40900
04/06/13 00:59, 129600, 41300
04/06/13 01:00, 128200, 42100
04/06/13 01:01, 126000, 41300
04/06/13 01:02, 134100, 43900
04/06/13 01:03, 125000, 40700
04/06/13 01:04, 126600, 40800
04/06/13 01:05, 128500, 42200
04/06/13 01:06, 125700, 40300
04/06/13 01:07, 127500, 39800
04/06/13 01:08, 128400, 39600
04/06/13 01:09, 123700, 37900
04/06/13 01:10, 121100, 37100
04/06/13 01:11, 130800, 41600
04/06/13 01:12, 134000, 45400
04/06/13 01:13, 132700, 47500
04/06/13 01:14, 125300, 40300
04/06/13 01:15, 130700, 41800
04/06/13 01:16, 124400, 41300
04/06/13 01:17, 129900, 42700
04/06/13 01:18, 130300, 42100
04/06/13 01:19, 129400, 43400
04/06/13 01:20, 129800, 44100
04/06/13 01:21, 123200, 38600
04/06/13 01:22, 126300, 40100
04/06/13 01:23, 129400, 41900
04/06/13 01:24, 130300, 42400
04/06/13 01:25, 128200, 41700
04/06/13 01:26, 132400, 43100
04/06/13 01:27, 126900, 40800
04/06/13 01:28, 127100, 40500
04/06/13 01:29, 126300, 41100
04/06/13 01:30, 124700, 38700
04/06/13 01:31, 126400, 40400
04/06/13 01:32, 122900, 39600
04/06/13 01:33, 126700, 40000
04/06/13 01:34, 126800, 42100
04/06/13 01:35, 126700, 40200
04/06/13 01:36, 121500, 36800
04/06/13 01:37, 124600, 40400
04/06/13 01:38, 125800, 40100
04/06/13 01:39, 129900, 41100
04/06/13 01:39, 127000, 42200
04/06/13 01:40, 128100, 41200
04/06/13 01:41, 121400, 36600
04/06/13 01:42, 120900, 38000
04/06/13 01:43, 123400, 37600
04/06/13 01:44, 121000, 40600
04/06/13 01:45, 121900, 39500
04/06/13 01:46, 127900, 39200
04/06/13 01:47, 126000, 40000
04/06/13 01:48, 129300, 39900
04/06/13 01:49, 125400, 38500
04/06/13 01:50, 124800, 39400
04/06/13 01:51, 133700, 43300
04/06/13 01:52, 129300, 42900
04/06/13 01:53, 125100, 37500
04/06/13 01:54, 130400, 39900
04/06/13 01:55, 134000, 42900
04/06/13 01:56, 136000, 41800
04/06/13 01:57, 132400, 41100
04/06/13 01:58, 129000, 38900
04/06/13 01:59, 130800, 40800
04/06/13 02:00, 126400, 39200
04/06/13 02:01, 127300, 39900
04/06/13 02:02, 127400, 40700
04/06/13 02:03, 128500, 41100
04/06/13 02:04, 125300, 38100
04/06/13 02:05, 127400, 39700
04/06/13 02:06, 126200, 37900
04/06/13 02:07, 125000, 38500
04/06/13 02:08, 120000, 36500
04/06/13 02:09, 120400, 35400
04/06/13 02:10, 119500, 35200
04/06/13 02:11, 117900, 33800
04/06/13 02:12, 122600, 36800
04/06/13 02:13, 113400, 35400
04/06/13 02:14, 116000, 35200
04/06/13 02:15, 118700, 36200
04/06/13 02:16, 122000, 36100
04/06/13 02:17, 122700, 36800
04/06/13 02:18, 122900, 37200
04/06/13 02:19, 118900, 35800
04/06/13 02:20, 119300, 36100
04/06/13 02:21, 119400, 35600
04/06/13 02:22, 123000, 37900
04/06/13 02:23, 115200, 34300
04/06/13 02:24, 114800, 33100
04/06/13 02:25, 116600, 35200
04/06/13 02:26, 114100, 32400
04/06/13 02:27, 112200, 32000
04/06/13 02:28, 112200, 33600
04/06/13 02:29, 113800, 33500
04/06/13 02:30, 112500, 32700
04/06/13 02:31, 108600, 32800
04/06/13 02:32, 103600, 30500
04/06/13 02:33, 110200, 30500
04/06/13 02:34, 110200, 30000
04/06/13 02:35, 109300, 30900
04/06/13 02:36, 119400, 36400
04/06/13 02:37, 122600, 36000
04/06/13 02:38, 123300, 37600
04/06/13 02:39, 124600, 36800
04/06/13 02:40, 121800, 36000
04/06/13 02:41, 119500, 36200
04/06/13 02:42, 121100, 37400
04/06/13 02:43, 122500, 34500
04/06/13 02:44, 127800, 40000
04/06/13 02:45, 131800, 40800
04/06/13 02:46, 121200, 36600
04/06/13 02:47, 121800, 33800
04/06/13 02:48, 116700, 34700
04/06/13 02:49, 114900, 33200
04/06/13 02:50, 112000, 31500
04/06/13 02:51, 117700, 34800
04/06/13 02:52, 114100, 32400
04/06/13 02:53, 126100, 38100
04/06/13 02:54, 121700, 36100
04/06/13 02:55, 120900, 35700
04/06/13 02:55, 121600, 36100
04/06/13 02:56, 122700, 37900
04/06/13 02:57, 120300, 35700
04/06/13 02:58, 124900, 39100
04/06/13 02:59, 131900, 41500
04/06/13 03:00, 126500, 38600
04/06/13 03:01, 123500, 38000
04/06/13 03:02, 122900, 38400
04/06/13 03:03, 122900, 37200
04/06/13 03:04, 124100, 40400
04/06/13 03:05, 124400, 37400
04/06/13 03:06, 120600, 37200
04/06/13 03:07, 121000, 36500
04/06/13 03:08, 122000, 37800
04/06/13 03:09, 123000, 37100
04/06/13 03:10, 123200, 36600
04/06/13 03:11, 117800, 35500
04/06/13 03:12, 116000, 35900
04/06/13 03:13, 115000, 34400
04/06/13 03:14, 113600, 33800
04/06/13 03:15, 116700, 33900
04/06/13 03:16, 122700, 36800
04/06/13 03:17, 117300, 33600
04/06/13 03:18, 116900, 34400
04/06/13 03:19, 118200, 35000
04/06/13 03:20, 120300, 34800
04/06/13 03:21, 124000, 37200
04/06/13 03:22, 121000, 34800
04/06/13 03:23, 116300, 34300
04/06/13 03:24, 116600, 34800
04/06/13 03:25, 117900, 35700
04/06/13 03:26, 119400, 34500
04/06/13 03:27, 119400, 34800
04/06/13 03:28, 114700, 35100
04/06/13 03:29, 114400, 32500
04/06/13 03:30, 113200, 32200
04/06/13 03:31, 114400, 32200
04/06/13 03:32, 118300, 31900
04/06/13 03:33, 117800, 35200
04/06/13 03:34, 114300, 31000
04/06/13 03:35, 113800, 33100
04/06/13 03:36, 116600, 32000
04/06/13 03:37, 123500, 35500
04/06/13 03:38, 129800, 38600
04/06/13 03:39, 131700, 38600
04/06/13 03:40, 127200, 36700
04/06/13 03:41, 122600, 39400
04/06/13 03:42, 124100, 35600
04/06/13 03:43, 124700, 36300
04/06/13 03:44, 122000, 35900
04/06/13 03:45, 118800, 34300
04/06/13 03:46, 119200, 34000
04/06/13 03:47, 116000, 33800
04/06/13 03:48, 118700, 33900
04/06/13 03:49, 121300, 35100
04/06/13 03:50, 126000, 36500
04/06/13 03:51, 119600, 33100
04/06/13 03:52, 121900, 34500
04/06/13 03:53, 115600, 31100
04/06/13 03:54, 117300, 33900
04/06/13 03:55, 112200, 31700
04/06/13 03:56, 114000, 32600
04/06/13 03:57, 109500, 31100
04/06/13 03:58, 112100, 30500
04/06/13 03:59, 108700, 31200
04/06/13 04:00, 108700, 30100
04/06/13 04:01, 109000, 29100
04/06/13 04:02, 107200, 28100
04/06/13 04:03, 109400, 31700
04/06/13 04:04, 100500, 28200
04/06/13 04:05, 102000, 27700
04/06/13 04:06, 104400, 27800
04/06/13 04:07, 105000, 31200
04/06/13 04:08, 110700, 33300
04/06/13 04:09, 105600, 30300
04/06/13 04:10, 105000, 30100
04/06/13 04:11, 107300, 29600
04/06/13 04:11, 109300, 31000
04/06/13 04:12, 108100, 30900
04/06/13 04:13, 106300, 31300
04/06/13 04:14, 108800, 32900
04/06/13 04:15, 109600, 31700
04/06/13 04:16, 107500, 31100
04/06/13 04:17, 106500, 30300
04/06/13 04:18, 107200, 31300
04/06/13 04:19, 100800, 29000
04/06/13 04:20, 106100, 31600
04/06/13 04:21, 101600, 28500
04/06/13 04:22, 103700, 30900
04/06/13 04:23, 103400, 30700
04/06/13 04:24, 104300, 29700
04/06/13 04:25, 101200, 30300
04/06/13 04:26, 104200, 32200
04/06/13 04:27, 106000, 30800
04/06/13 04:28, 105700, 32600
04/06/13 04:29, 110100, 33400
04/06/13 04:30, 103700, 31100
04/06/13 04:31, 103600, 32100
04/06/13 04:32, 108400, 33500
04/06/13 04:33, 107500, 32600
04/06/13 04:34, 112400, 35000
04/06/13 04:35, 109000, 34300
04/06/13 04:36, 110000, 33300
04/06/13 04:37, 106000, 32500
04/06/13 04:38, 102900, 31300
04/06/13 04:39, 105600, 32700
04/06/13 04:40, 108500, 32000
04/06/13 04:41, 108900, 34100
04/06/13 04:42, 108500, 33700
04/06/13 04:43, 110800, 34700
04/06/13 04:44, 112900, 35200
04/06/13 04:45, 111800, 34700
04/06/13 04:46, 113000, 34800
04/06/13 04:47, 104700, 31900
04/06/13 04:48, 108500, 33000
04/06/13 04:49, 105100, 33100
04/06/13 04:50, 105100, 31900
04/06/13 04:51, 99400, 29800
04/06/13 04:52, 101500, 31700
04/06/13 04:53, 100900, 30000
04/06/13 04:54, 102100, 32400
04/06/13 04:55, 104100, 31000
04/06/13 04:56, 99300, 30500
04/06/13 04:57, 103300, 29900
04/06/13 04:58, 100700, 29000
04/06/13 04:59, 98000, 29600
04/06/13 05:00, 100500, 29400
04/06/13 05:01, 100100, 27700
04/06/13 05:02, 102500, 29100
04/06/13 05:03, 97600, 28400
04/06/13 05:04, 98200, 29200
04/06/13 05:05, 98100, 28300
04/06/13 05:06, 100400, 29500
04/06/13 05:07, 101300, 30400
04/06/13 05:08, 102800, 31200
04/06/13 05:09, 103800, 31900
04/06/13 05:10, 106000, 32400
04/06/13 05:11, 103300, 29700
04/06/13 05:12, 106800, 30400
04/06/13 05:13, 104700, 30800
04/06/13 05:14, 103900, 31100
04/06/13 05:15, 107600, 33700
04/06/13 05:16, 102900, 31100
04/06/13 05:17, 107500, 32200
04/06/13 05:18, 105400, 30500
04/06/13 05:19, 100000, 29600
04/06/13 05:20, 96600, 28000
04/06/13 05:21, 102600, 30600
04/06/13 05:22, 100800, 28000
04/06/13 05:23, 103900, 30300
04/06/13 05:24, 104300, 30200
04/06/13 05:25, 100000, 28300
04/06/13 05:26, 95300, 26900
04/06/13 05:26, 94700, 26200
04/06/13 05:27, 92700, 26200
04/06/13 05:28, 97800, 28200
04/06/13 05:29, 98400, 30300
04/06/13 05:30, 101100, 30600
04/06/13 05:31, 101000, 28700
04/06/13 05:32, 99200, 28700
04/06/13 05:33, 100500, 29700
04/06/13 05:34, 100800, 29300
04/06/13 05:35, 101300, 28400
04/06/13 05:36, 95500, 26300
04/06/13 05:37, 99300, 26800
04/06/13 05:38, 96900, 28700
04/06/13 05:39, 96800, 27400
04/06/13 05:40, 93100, 25000
04/06/13 05:41, 90900, 25300
04/06/13 05:42, 91500, 26000
04/06/13 05:43, 98300, 27600
04/06/13 05:44, 95800, 27100
04/06/13 05:45, 97700, 27100
04/06/13 05:46, 99300, 28500
04/06/13 05:47, 94200, 25200
04/06/13 05:48, 92400, 25000
04/06/13 05:49, 92200, 26000
04/06/13 05:50, 90500, 23800
04/06/13 05:51, 93100, 23600
04/06/13 05:52, 92900, 24700
04/06/13 05:53, 91700, 23800
04/06/13 05:54, 90800, 24600
04/06/13 05:55, 87700, 23400
04/06/13 05:56, 91800, 24500
04/06/13 05:57, 88700, 24400
04/06/13 05:58, 87000, 24200
04/06/13 05:59, 87100, 22800
04/06/13 06:00, 84900, 22200
04/06/13 06:01, 88200, 23400
04/06/13 06:02, 86900, 24400
04/06/13 06:03, 90100, 22700
04/06/13 06:04, 84300, 21000
04/06/13 06:05, 87600, 23400
04/06/13 06:06, 84500, 23200
04/06/13 06:07, 84400, 20800
04/06/13 06:08, 83400, 21800
04/06/13 06:09, 86000, 23000
04/06/13 06:10, 86100, 22400
04/06/13 06:11, 82300, 22900
04/06/13 06:12, 83500, 23500
04/06/13 06:13, 81700, 20100
04/06/13 06:14, 82700, 22900
04/06/13 06:15, 82700, 21800
04/06/13 06:16, 81500, 21000
04/06/13 06:17, 81200, 19200
04/06/13 06:18, 81400, 22600
04/06/13 06:19, 78700, 19100
04/06/13 06:20, 78000, 18500
04/06/13 06:21, 78600, 19300
04/06/13 06:22, 77000, 19800
04/06/13 06:23, 77100, 18900
04/06/13 06:24, 75300, 19200
04/06/13 06:25, 77900, 20700
04/06/13 06:26, 78200, 21500
04/06/13 06:27, 74200, 19600
04/06/13 06:28, 73500, 17900
04/06/13 06:29, 71400, 17900
04/06/13 06:30, 74900, 18900
04/06/13 06:31, 75300, 18500
04/06/13 06:32, 71600, 18000
04/06/13 06:33, 73000, 18200
04/06/13 06:34, 71900, 16700
04/06/13 06:35, 75000, 18200
04/06/13 06:36, 73100, 18000
04/06/13 06:37, 74100, 17500
04/06/13 06:38, 75600, 19000
04/06/13 06:39, 79900, 19700
04/06/13 06:40, 75600, 19700
04/06/13 06:41, 76000, 18500
04/06/13 06:42, 74700, 18100
04/06/13 06:42, 73600, 18100
04/06/13 06:43, 76400, 18900
04/06/13 06:44, 73900, 18400
04/06/13 06:45, 74700, 19900
04/06/13 06:46, 73000, 17800
04/06/13 06:47, 81500, 21800
04/06/13 06:48, 80000, 21800
04/06/13 06:49, 83900, 23400
04/06/13 06:50, 82700, 21000
04/06/13 06:51, 78400, 21600
04/06/13 06:52, 85100, 23500
04/06/13 06:53, 83600, 23000
04/06/13 06:54, 81900, 21700
04/06/13 06:55, 83000, 23100
04/06/13 06:56, 85600, 23400
04/06/13 06:57, 84200, 24800
04/06/13 06:58, 88800, 26000
04/06/13 06:59, 86700, 24600
04/06/13 07:00, 86900, 23400
04/06/13 07:01, 82200, 23000
04/06/13 07:02, 85100, 24700
04/06/13 07:03, 85200, 22800
04/06/13 07:04, 80700, 22500
04/06/13 07:05, 84200, 22800
04/06/13 07:06, 84400, 24200
04/06/13 07:07, 88900, 25700
04/06/13 07:08, 87800, 26000
04/06/13 07:09, 100200, 30900
04/06/13 07:10, 98400, 29900
04/06/13 07:11, 96800, 29700
04/06/13 07:12, 94600, 28100
04/06/13 07:13, 94700, 28000
04/06/13 07:14, 104300, 31900
04/06/13 07:15, 99800, 29900
04/06/13 07:16, 103100, 31800
04/06/13 07:17, 102300, 32400
04/06/13 07:18, 105700, 31800
04/06/13 07:19, 105000, 33800
04/06/13 07:20, 109900, 34300
04/06/13 07:21, 110400, 37000
04/06/13 07:22, 107400, 33400
04/06/13 07:23, 106600, 34200
04/06/13 07:24, 108700, 33400
04/06/13 07:25, 118900, 38000
04/06/13 07:26, 110000, 33900
04/06/13 07:27, 109300, 33500
04/06/13 07:28, 115300, 36200
04/06/13 07:29, 118400, 38800
04/06/13 07:30, 113100, 36000
04/06/13 07:31, 119300, 39500
04/06/13 07:32, 115300, 38500
04/06/13 07:33, 114000, 37500
04/06/13 07:34, 115200, 36400
04/06/13 07:35, 114300, 36700
04/06/13 07:36, 107100, 32300
04/06/13 07:37, 108000, 33300
04/06/13 07:38, 110400, 33200
04/06/13 07:39, 111100, 35100
04/06/13 07:40, 110700, 36100
04/06/13 07:41, 108900, 32800
04/06/13 07:42, 111400, 34100
04/06/13 07:43, 117400, 36100
04/06/13 07:44, 115500, 34700
04/06/13 07:45, 111200, 35100
04/06/13 07:46, 119000, 38600
04/06/13 07:47, 114600, 34000
04/06/13 07:48, 112500, 35200
04/06/13 07:49, 110600, 35000
04/06/13 07:50, 110600, 34800
04/06/13 07:51, 106500, 33200
04/06/13 07:52, 107600, 32400
04/06/13 07:53, 109300, 33100
04/06/13 07:54, 110100, 34200
04/06/13 07:55, 107800, 33700
04/06/13 07:56, 110500, 34300
04/06/13 07:57, 113500, 35200
04/06/13 07:57, 108800, 34600
04/06/13 07:58, 111200, 34800
04/06/13 07:59, 107700, 32500
04/06/13 08:00, 105000, 32200
04/06/13 08:01, 107800, 34000
04/06/13 08:02, 102400, 30400
04/06/13 08:03, 103800, 30700
04/06/13 08:04, 104400, 31600
04/06/13 08:05, 105900, 32000
04/06/13 08:06, 107500, 32400
04/06/13 08:07, 105800, 32800
04/06/13 08:08, 108700, 31900
04/06/13 08:09, 107500, 32200
04/06/13 08:10, 104600, 31800
04/06/13 08:11, 101700, 30500
04/06/13 08:12, 102500, 31100
04/06/13 08:13, 98200, 30100
04/06/13 08:14, 98400, 28500
04/06/13 08:15, 100800, 30700
04/06/13 08:16, 103700, 31400
04/06/13 08:17, 103800, 31300
04/06/13 08:18, 106000, 32800
04/06/13 08:19, 104000, 30900
04/06/13 08:20, 107600, 29700
04/06/13 08:21, 105800, 30100
04/06/13 08:22, 103600, 32000
04/06/13 08:23, 101000, 30100
04/06/13 08:24, 99600, 28700
04/06/13 08:25, 102100, 29600
04/06/13 08:26, 98500, 27900
04/06/13 08:27, 94000, 26900
04/06/13 08:28, 94100, 27100
04/06/13 08:29, 89600, 25200
04/06/13 08:30, 89800, 25600
04/06/13 08:31, 86800, 24800
04/06/13 08:32, 84400, 24400
04/06/13 08:33, 84800, 23900
04/06/13 08:34, 84600, 22300
04/06/13 08:35, 82800, 22500
04/06/13 08:36, 80800, 23000
04/06/13 08:37, 77900, 20600
04/06/13 08:38, 75400, 20800
04/06/13 08:39, 78600, 20500
04/06/13 08:40, 78500, 20900
04/06/13 08:41, 81400, 23000
04/06/13 08:42, 78400, 21000
04/06/13 08:43, 78800, 22000
04/06/13 08:44, 79100, 20200
04/06/13 08:45, 76900, 21000
04/06/13 08:46, 75800, 19000
04/06/13 08:47, 76600, 20600
04/06/13 08:48, 75400, 18100
04/06/13 08:49, 75800, 18700
04/06/13 08:50, 78400, 18600
04/06/13 08:51, 75200, 18200
04/06/13 08:52, 76000, 17100
04/06/13 08:53, 75500, 19400
04/06/13 08:54, 74800, 17400
04/06/13 08:55, 73300, 18400
04/06/13 08:56, 74600, 17000
04/06/13 08:57, 73500, 16900
04/06/13 08:58, 72900, 17700
04/06/13 08:59, 72100, 16800
04/06/13 09:00, 71000, 16200
04/06/13 09:01, 66200, 16000
04/06/13 09:02, 67000, 16400
04/06/13 09:03, 69400, 16200
04/06/13 09:04, 69000, 16500
04/06/13 09:05, 74400, 17100
04/06/13 09:06, 67500, 16000
04/06/13 09:07, 77100, 18200
04/06/13 09:08, 72400, 16800
04/06/13 09:09, 68800, 15600
04/06/13 09:10, 67000, 15200
04/06/13 09:11, 66000, 13900
